UserID,Gender,Age Group,Top 6 most preferred CCA,Adventure Club (Sports and Adventure),Aikido (Sports and Adventure),Ambassadorial Team (Leadership & Character Development),Archery (Sports and Adventure),Astronomy Club (Leadership & Character Development),Athletics (Sports and Adventure),Badminton (Sports and Adventure),Basketball (Sports and Adventure),Bei Quan Dao (Sports and Adventure),Bowling (Sports and Adventure),Buddhist Society (Societies),Canoe Sprint (Sports and Adventure),Catholic Youth Community (Societies),CD Lionhearters (Community Service & Environment),Chinese Cultural Group (Arts & Culture),Chinese Orchestra (Arts & Culture),Community Service Club (Community Service & Environment),Crew Studio (Arts & Culture),Current Affairs & Debating Club (Leadership & Character Development),Dance Company (Arts & Culture),Danz Inc. (Arts & Culture),Der Treff German Club (Arts & Culture),Dragonboat (Sports and Adventure),Emcee Club (Community Service & Environment),Entrepreneurship Club (Leadership & Character Development),Floorball (Sports and Adventure),Foreign Bodies (Arts & Culture),Geo Council (Community Service & Environment),Guitar Club (Arts & Culture),Harmonica Ensemble (Arts & Culture),Hockey (Sports and Adventure),Indian Cultural Group (Arts & Culture),Judo (Sports and Adventure),Kendo (Sports and Adventure),K-Wave Korean Club (Arts & Culture),L Hexagone French Club (Arts & Culture),La Ballroom En Masse (Arts & Culture),Leo Club (Community Service & Environment),Library Champions (Leadership & Character Development),Life Saving (Sports and Adventure),Lion & Dragon Dance Troupe (Sports and Adventure),Live Audio (Arts & Culture),Makers Innovators Tribe (Leadership & Character Development),Makeup Artistry (Arts & Culture),Malay Cultural Group (Arts & Culture),Mentoring Club (Community Service & Environment),Mindsports (Sports and Adventure),Netball (Sports and Adventure),Nyaa Students Club (Community Service & Environment),NYP Cru (Societies),NYP Primers (Community Service & Environment),Peer Supporter Club (Community Service & Environment),Photography Club (Leadership & Character Development),Piano Ensemble (Arts & Culture),Running Club (Sports and Adventure),Sakuran Japanese Cultural Club (Arts & Culture),SAS Club (Academic Club),SBM Club (Academic Club),SDM Club (Academic Club),SEG Club (Academic Club),Service Learning Group (Community Service & Environment),SHSS Club (Academic Club),Silat (Sports and Adventure),SIT Club (Academic Club),Sketch Art Club (Arts & Culture),Soccer (Sports and Adventure),Soundcard (Arts & Culture),Squash (Sports and Adventure),Stagearts Drama & Theatre Management Club (Arts & Culture),Street Workout Club (Sports and Adventure),Strongman Club (Sports and Adventure),Students Union (Leadership & Character Development),Swimming (Sports and Adventure),Symphony Orchestra (Arts & Culture),Table Tennis (Sports and Adventure),Taekwondo (Sports and Adventure),Tchoukball (Sports and Adventure),Tennis (Sports and Adventure),The Communicators (Leadership & Character Development),Touch Football (Sports and Adventure),Ultimate Frisbee (Sports and Adventure),Voice Ensemble (Arts & Culture),Volleyball (Sports and Adventure),Zhong Hua Wushu (Sports and Adventure),sum
299,Male,15 - 24,"CD Lionhearters (Community Service & Environment), Community Service Club (Community Service & Environment), Geo Council (Community Service & Environment), Nyaa Students Club (Community Service & Environment), Peer Supporter Club (Community Service & Environment), Service Learning Group (Community Service & Environment)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
300,Male,15 - 24,"Dance Company (Arts & Culture), Danz Inc. (Arts & Culture), Der Treff German Club (Arts & Culture), Foreign Bodies (Arts & Culture), K-Wave Korean Club (Arts & Culture), La Ballroom En Masse (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
301,Female,15 - 24,"Ambassadorial Team (Leadership & Character Development), Emcee Club (Community Service & Environment), Mentoring Club (Community Service & Environment), Peer Supporter Club (Community Service & Environment), The Communicators (Leadership & Character Development), SAS Club (Academic Club)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
302,Male,15 - 24,"Peer Supporter Club (Community Service & Environment), Photography Club (Leadership & Character Development), Sakuran Japanese Cultural Club (Arts & Culture), Strongman Club (Sports and Adventure), Students Union (Leadership & Character Development), SIT Club (Academic Club)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
303,Female,14 and below,"Ambassadorial Team (Leadership & Character Development), Chinese Orchestra (Arts & Culture), Community Service Club (Community Service & Environment), Crew Studio (Arts & Culture), Current Affairs & Debating Club (Leadership & Character Development), Dance Company (Arts & Culture)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
304,Female,14 and below,"Adventure Club (Sports and Adventure), Aikido (Sports and Adventure), Ambassadorial Team (Leadership & Character Development), Archery (Sports and Adventure), Astronomy Club (Leadership & Character Development), Athletics (Sports and Adventure)",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
305,Female,14 and below,"Badminton (Sports and Adventure), Buddhist Society (Societies), Catholic Youth Community (Societies), Dance Company (Arts & Culture), Danz Inc. (Arts & Culture), Indian Cultural Group (Arts & Culture)",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
306,Female,14 and below,"Voice Ensemble (Arts & Culture), SBM Club (Academic Club), SDM Club (Academic Club), SEG Club (Academic Club), SHSS Club (Academic Club), SIT Club (Academic Club)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
307,Male,15 - 24,"Adventure Club (Sports and Adventure), Badminton (Sports and Adventure), Makers Innovators Tribe (Leadership & Character Development), Mindsports (Sports and Adventure), Swimming (Sports and Adventure), SIT Club (Academic Club)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
308,Male,25 - 54,"Badminton (Sports and Adventure), Basketball (Sports and Adventure), Bowling (Sports and Adventure), Guitar Club (Arts & Culture), Kendo (Sports and Adventure), Soccer (Sports and Adventure)",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
309,Female,25 - 54,"Archery (Sports and Adventure), Athletics (Sports and Adventure), Netball (Sports and Adventure), Touch Football (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6
310,Female,25 - 54,"Adventure Club (Sports and Adventure), Crew Studio (Arts & Culture), Danz Inc. (Arts & Culture), Foreign Bodies (Arts & Culture), Live Audio (Arts & Culture), Swimming (Sports and Adventure)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
311,Male,25 - 54,"Archery (Sports and Adventure), Kendo (Sports and Adventure), Photography Club (Leadership & Character Development), Running Club (Sports and Adventure), Street Workout Club (Sports and Adventure), Strongman Club (Sports and Adventure)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
312,Female,25 - 54,"Chinese Cultural Group (Arts & Culture), Chinese Orchestra (Arts & Culture), Kendo (Sports and Adventure), Makeup Artistry (Arts & Culture), Photography Club (Leadership & Character Development), Sketch Art Club (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
313,Female,25 - 54,"Adventure Club (Sports and Adventure), Chinese Orchestra (Arts & Culture), Floorball (Sports and Adventure), K-Wave Korean Club (Arts & Culture), Service Learning Group (Community Service & Environment), Taekwondo (Sports and Adventure)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
314,Male,25 - 54,"Community Service Club (Community Service & Environment), Geo Council (Community Service & Environment), Photography Club (Leadership & Character Development), Service Learning Group (Community Service & Environment), Street Workout Club (Sports and Adventure), Ultimate Frisbee (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
315,Female,25 - 54,"Badminton (Sports and Adventure), Dance Company (Arts & Culture), K-Wave Korean Club (Arts & Culture), Photography Club (Leadership & Character Development), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6
316,Female,25 - 54,"Athletics (Sports and Adventure), Badminton (Sports and Adventure), Basketball (Sports and Adventure), Bowling (Sports and Adventure), Sketch Art Club (Arts & Culture), Swimming (Sports and Adventure)",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
317,Male,25 - 54,"Crew Studio (Arts & Culture), Emcee Club (Community Service & Environment), Piano Ensemble (Arts & Culture), Silat (Sports and Adventure), Symphony Orchestra (Arts & Culture), Voice Ensemble (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
318,Female,25 - 54,"Adventure Club (Sports and Adventure), Entrepreneurship Club (Leadership & Character Development), Taekwondo (Sports and Adventure), Touch Football (Sports and Adventure), Volleyball (Sports and Adventure), SBM Club (Academic Club)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6
319,Female,25 - 54,"Floorball (Sports and Adventure), Hockey (Sports and Adventure), Life Saving (Sports and Adventure), Netball (Sports and Adventure), Photography Club (Leadership & Character Development), Swimming (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
320,Male,14 and below,"Adventure Club (Sports and Adventure), Aikido (Sports and Adventure), Athletics (Sports and Adventure), Badminton (Sports and Adventure), Running Club (Sports and Adventure), Soccer (Sports and Adventure)",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
321,Female,14 and below,"Adventure Club (Sports and Adventure), Community Service Club (Community Service & Environment), K-Wave Korean Club (Arts & Culture), Service Learning Group (Community Service & Environment), Students Union (Leadership & Character Development), SBM Club (Academic Club)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
322,Female,14 and below,"Aikido (Sports and Adventure), Ambassadorial Team (Leadership & Character Development), Archery (Sports and Adventure), Astronomy Club (Leadership & Character Development), Badminton (Sports and Adventure), Basketball (Sports and Adventure)",0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
323,Female,14 and below,"Badminton (Sports and Adventure), Entrepreneurship Club (Leadership & Character Development), K-Wave Korean Club (Arts & Culture), Taekwondo (Sports and Adventure), Tchoukball (Sports and Adventure), SBM Club (Academic Club)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6
324,Female,55 - 64,"Community Service Club (Community Service & Environment), Floorball (Sports and Adventure), Hockey (Sports and Adventure), Netball (Sports and Adventure), Service Learning Group (Community Service & Environment), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
325,Female,55 - 64,"Archery (Sports and Adventure), La Ballroom En Masse (Arts & Culture), Life Saving (Sports and Adventure), Makeup Artistry (Arts & Culture), Voice Ensemble (Arts & Culture), Zhong Hua Wushu (Sports and Adventure)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
326,Female,14 and below,"Athletics (Sports and Adventure), Catholic Youth Community (Societies), Chinese Orchestra (Arts & Culture), Swimming (Sports and Adventure), Symphony Orchestra (Arts & Culture), SBM Club (Academic Club)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
327,Male,14 and below,"Adventure Club (Sports and Adventure), Athletics (Sports and Adventure), Bowling (Sports and Adventure), Canoe Sprint (Sports and Adventure), Running Club (Sports and Adventure), SIT Club (Academic Club)",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
328,Female,14 and below,"Swimming (Sports and Adventure), Tchoukball (Sports and Adventure), Tennis (Sports and Adventure), Touch Football (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,6
329,Female,14 and below,"Athletics (Sports and Adventure), Badminton (Sports and Adventure), Basketball (Sports and Adventure), Canoe Sprint (Sports and Adventure), Dragonboat (Sports and Adventure), Emcee Club (Community Service & Environment)",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
330,Female,25 - 54,"Adventure Club (Sports and Adventure), Ambassadorial Team (Leadership & Character Development), Bowling (Sports and Adventure), Community Service Club (Community Service & Environment), Guitar Club (Arts & Culture), Hockey (Sports and Adventure)",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
331,Male,25 - 54,"Crew Studio (Arts & Culture), Entrepreneurship Club (Leadership & Character Development), Soundcard (Arts & Culture), Stagearts Drama & Theatre Management Club (Arts & Culture), Strongman Club (Sports and Adventure), Symphony Orchestra (Arts & Culture)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
332,Female,25 - 54,"Malay Cultural Group (Arts & Culture), Nyaa Students Club (Community Service & Environment), Peer Supporter Club (Community Service & Environment), Photography Club (Leadership & Character Development), Piano Ensemble (Arts & Culture), SAS Club (Academic Club)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
333,Female,25 - 54,"Dance Company (Arts & Culture), Danz Inc. (Arts & Culture), Floorball (Sports and Adventure), K-Wave Korean Club (Arts & Culture), NYP Primers (Community Service & Environment), Tchoukball (Sports and Adventure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
334,Male,25 - 54,"Archery (Sports and Adventure), Bei Quan Dao (Sports and Adventure), La Ballroom En Masse (Arts & Culture), Library Champions (Leadership & Character Development), Life Saving (Sports and Adventure), Peer Supporter Club (Community Service & Environment)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
335,Male,25 - 54,"Ambassadorial Team (Leadership & Character Development), Archery (Sports and Adventure), Basketball (Sports and Adventure), Soccer (Sports and Adventure), Strongman Club (Sports and Adventure), Students Union (Leadership & Character Development)",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
336,Female,25 - 54,"Aikido (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure), Zhong Hua Wushu (Sports and Adventure)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
337,Male,25 - 54,"Aikido (Sports and Adventure), Basketball (Sports and Adventure), Bei Quan Dao (Sports and Adventure), Judo (Sports and Adventure), Silat (Sports and Adventure), Taekwondo (Sports and Adventure)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
338,Female,15 - 24,"Adventure Club (Sports and Adventure), Canoe Sprint (Sports and Adventure), Geo Council (Community Service & Environment), Life Saving (Sports and Adventure), Running Club (Sports and Adventure), Street Workout Club (Sports and Adventure)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
339,Female,25 - 54,"Ambassadorial Team (Leadership & Character Development), Astronomy Club (Leadership & Character Development), Current Affairs & Debating Club (Leadership & Character Development), Library Champions (Leadership & Character Development), Students Union (Leadership & Character Development), SAS Club (Academic Club)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
340,Female,15 - 24,"Archery (Sports and Adventure), Badminton (Sports and Adventure), Kendo (Sports and Adventure), Netball (Sports and Adventure), Tchoukball (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
341,Female,65 and above,"Adventure Club (Sports and Adventure), Ambassadorial Team (Leadership & Character Development), Astronomy Club (Leadership & Character Development), Geo Council (Community Service & Environment), Life Saving (Sports and Adventure), Service Learning Group (Community Service & Environment)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
342,Female,25 - 54,"Athletics (Sports and Adventure), Basketball (Sports and Adventure), Dragonboat (Sports and Adventure), Floorball (Sports and Adventure), Hockey (Sports and Adventure), Running Club (Sports and Adventure)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
343,Female,25 - 54,"Badminton (Sports and Adventure), Hockey (Sports and Adventure), Table Tennis (Sports and Adventure), Tennis (Sports and Adventure), Ultimate Frisbee (Sports and Adventure), Volleyball (Sports and Adventure)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6
